code,city,name,country
maa,chennai,chennai,india
mab,maraba,maraba,brazil
mac,macon,smart,"usa, ga"
mad,madrid,barajas,spain
mae,madera,madera,"usa, ca"
maf,midland,odessa regional,"usa, tx"
mag,madang,madang,papua new guinea
mah,menorca,menorca,"balearic islands, spain"
mai,mangochi,mangochi,malawi
maj,majuro,amata kabua international,marshall islands
mak,malakal,malakal,sudan
mal,mangole,mangole,indonesia
mam,matamoros,matamoros,mexico
man,manchester,international,united kingdom
mao,manaus,eduardo gomes international,brazil
map,mamai,mamai,papua new guinea
maq,mae sot,mae sot,thailand
mar,maracaibo,la chinita,venezuela
mas,manus island,momote,papua new guinea
mat,matadi,matadi,congo (drc)
mau,maupiti,maupiti,french polynesia
mav,maloelap island,maloelap island,marshall islands
maw,malden,malden,"usa, mo"
max,matam,matam,senegal
may,mangrove cay,mangrove cay,bahamas
maz,mayaguez,eugenio m de hostos,puerto rico
mba,mombasa,moi international,kenya
mbb,marble bar,marble bar,australia
mbc,mbigou,mbigou,gabon
mbd,mmabatho,international,south africa
mbe,monbetsu,monbetsu,japan
mbf,mount buffalo,mount buffalo,australia
mbg,mobridge,mobridge,"usa, sd"
mbh,maryborough,maryborough,australia
mbi,mbeya,mbeya,tanzania
mbj,montego bay,sangster international,jamaica
mbk,matupa,matupa,brazil
mbl,manistee,blacker,"usa, mi"
mbm,mkambati,mkambati,south africa
mbn,mt barnett,mt barnett,australia
mbo,mamburao,mamburao,philippines
mbp,moyobamba,moyobamba,peru
mbq,mbarara,mbarara,uganda
mbr,mbout,mbout,mauritania
mbs,saginaw,tri city airport,"usa, mi"
mbt,masbate,masbate,philippines
mbu,mbambanakira,mbambanakira,solomon islands
mbv,masa,masa,papua new guinea
mbw,moorabbin,moorabbin,australia
mbx,maribor,maribor,slovenia
mby,moberly,moberly,"usa, mo"
mbz,maues,maues,brazil
mca,macenta,macenta,guinea
mcb,mccomb,pike county,"usa, ms"
mcc,sacramento,mcclellan afb,"usa, ca"
mcd,mackinac island,mackinac island,"usa, mi"
mce,merced,merced municipal airport,"usa, ca"
mcf,tampa,mac dill afb,"usa, fl"
mcg,mcgrath,mcgrath,"usa, ak"
mch,machala,machala,ecuador
mci,kansas city,international,"usa, mo"
mcj,maicao,maicao,colombia
mck,mccook,mccook,"usa, ne"
mcl,mt mckinley,mt mckinley,"usa, ak"
mcm,monte carlo,heliport,monaco
mcn,macon,lewis b wilson,"usa, ga"
mco,orlando,international,"usa, fl"
mcp,macapa,internacional,brazil
mcq,miskolc,miskolc,hungary
mcr,melchor de menco,melchor de menco,guatemala
mcs,monte caseros,monte caseros,argentina
mct,muscat,seeb,oman
mcu,montlucon,gueret (lepaud),france
mcv,mcarthur river,mcarthur river,australia
mcw,mason city,mason city,"usa, ia"
mcx,makhachkala,makhachkala,russia
mcy,sunshine coast,maroochydore,australia
mcz,maceio,palmares,brazil
mda,san antonio,martindale aaf,"usa, tx"
mdb,melinda,melinda,belize
mdc,manado,samratulangi,indonesia
mdd,midland,airpark,"usa, tx"
mde,medellin,jose marie cordova,colombia
mdf,medford,medford,"usa, wi"
mdg,mudanjiang,mudanjiang,pr china
mdh,carbondale,southern illinois,"usa, il"
mdi,makurdi,makurdi,nigeria
mdj,madras,city-county,"usa, or"
mdk,mbandaka,mbandaka,congo (drc)
mdl,mandalay,annisaton,myanmar
mdm,munduku,munduku,papua new guinea
mdn,madison,jefferson proving grd,"usa, in"
mdo,middleton island,intermediate,"usa, ak"
mdp,mindiptana,mindiptana,indonesia
mdq,mar del plata,mar del plata,argentina
mdr,medfra,medfra,"usa, ak"
mds,middle caicos,middle caicos,turks and caicos islands
mdt,harrisburg,harrisburg international,"usa, pa"
mdu,mendi,mendi,papua new guinea
mdv,medouneu,medouneu,gabon
mdw,chicago,midway,"usa, il"
mdx,mercedes,mercedes,argentina
mdy,midway island,sand island field,us minor outlying islands
mdz,mendoza,el plumerillo,argentina
mea,macae,macae,brazil
meb,melbourne,essendon,australia
mec,manta,manta,ecuador
med,madinah,mohammad bin abdulaziz,saudi arabia
mee,mare,mare,new caledonia
mef,melfi,melfi,chad
meg,malange,malange,angola
meh,mehamn,mehamn,norway
mei,meridian,key field,"usa, ms"
mej,meadville,meadville,"usa, pa"
mek,meknes,meknes,morocco
mel,melbourne,tullamarine,australia
mem,memphis,international,"usa, tn"
men,mende,brenoux,france
meo,manteo,dare county regional,"usa, nc"
mep,mersing,mersing,malaysia
meq,meulaboh,seunagan,indonesia
mer,merced,castle afb,"usa, ca"
mes,medan,polania,indonesia
met,moreton,moreton,australia
meu,monte dourado,monte dourado,brazil
mev,minden,douglas county,"usa, nv"
mew,mweka,mweka,congo (drc)
mex,mexico city,juarez international,mexico
mey,meghauli,meghauli,nepal
mez,messina,messina,south africa
mfa,mafia,mafia,tanzania
mfb,monfort,monfort,colombia
mfc,mafeteng,mafeteng,lesotho
mfd,mansfield,lahm municipal,"usa, oh"
mfe,mission,miller international,"usa, tx"
mff,moanda,moanda,gabon
mfg,muzaffarabad,muzaffarabad,pakistan
mfh,mesquite,mesquite,"usa, nv"
mfi,marshfield,municipal,"usa, wi"
mfj,moala,moala,fiji
mfk,matsu,matsu,taiwan
mfl,mount full stop,mount full stop,australia
mfm,macau,macau,"macau (sar), pr china"
mfn,milford sound,milford sound,new zealand
mfo,manguna,manguna,papua new guinea
mfp,manners creek,manners creek,australia
mfq,maradi,maradi,niger
mfr,medford,jackson county,"usa, or"
mfs,miraflores,miraflores,colombia
mft,machu picchu,machu picchu,peru
mfu,mfuwe,mfuwe,zambia
mfv,melfa,accomack county,"usa, va"
mfw,magaruque,magaruque,mozambique
mfx,meribel,meribel,france
mfy,mayfa'ah,mayfa'ah,yemen
mfz,mesalia,mesalia,papua new guinea
mga,managua,augusto c sandino,nicaragua
mgb,mount gambier,mount gambier,australia
mgc,michigan city,michigan city airport,"usa, in"
mgd,magdalena,magdalena,bolivia
mge,marietta,dobbins afb,"usa, ga"
mgf,maringa,maringa,brazil
mgg,margarima,margarima,papua new guinea
mgh,margate,margate,south africa
mgi,matagorda island,matagorda afb,"usa, tx"
mgj,montgomery,orange county,"usa, ny"
mgk,mong ton,mong ton,myanmar
mgl,dusseldorf,moenchen-gl. - dus exp,germany
mgm,montgomery,dannelly fld,"usa, al"
mgn,magangue,baracoa,colombia
mgo,manega,manega,gabon
mgp,manga,manga,papua new guinea
mgq,mogadishu,international,somalia
mgr,moultrie,thomasville,"usa, ga"
mgs,mangaia island,mangaia island,cook islands
mgt,milingimbi,milingimbi,australia
mgu,manaung,manaung,myanmar
mgv,margaret river station,margaret river,australia
mgw,morgantown,morgantown,"usa, wv"
mgx,moabi,moabi,gabon
mgy,dayton,montgomery co,"usa, oh"
mgz,myeik,myeik,myanmar
mha,mahdia,mahdia,guyana
mhb,auckland,mechanics bay,new zealand
mhc,macmahon camp 4,macmahon camp 4,australia
mhd,mashad,mashad,iran
mhe,mitchell,municipal,"usa, sd"
mhf,morichal,morichal,colombia
mhg,mannheim,mannheim airport,germany
mhh,marsh harbour,international,bahamas
mhi,musha,musha,djibouti
mhj,misrak gashamo,misrak gashamo,ethiopia
mhk,manhattan,municipal,"usa, ks"
mhl,marshall,memorial municipal,"usa, mo"
mhm,minchumina,intermediate,"usa, ak"
mhn,mullen,mullen,"usa, ne"
mho,mount house,mount house,australia
mhp,minsk,minsk international 1,belarus
mhq,mariehamn,mariehamn,finland
mhr,sacramento,mather afb,"usa, ca"
mhs,mount shasta,rep,"usa, ca"
mht,manchester,municipal,"usa, nh"
mhu,mount hotham,mount hotham,australia
mhv,mojave,kern county,"usa, ca"
mhw,monteagudo,monteagudo,bolivia
mhx,manihiki island,manihiki island,cook islands
mhy,morehead,morehead,papua new guinea
mhz,mildenhall,mildenhall airport,united kingdom
mia,miami,international,"usa, fl"
mib,minot,minot afb,"usa, nd"
mic,minneapolis/st paul,crystal,"usa, mn"
mid,merida,rejon,mexico
mie,muncie,delaware county,"usa, in"
mif,monahans,roy hurd memorial,"usa, tx"
mig,mian yang,mian yang,pr china
mih,mitchell plateau,mitchell plateau,australia
mii,marilia,dr gastao vidigal,brazil
mij,mili island,mili island,marshall islands
mik,mikkeli,mikkeli,finland
mim,merimbula,merimbula,australia
min,minnipa,minnipa,australia
mio,miami,miami,"usa, ok"
mip,mitspeh ramon,mitspeh ramon,israel
miq,omaha,millard,"usa, ne"
mir,monastir,habib bourguiba international,tunisia
mis,misima island,misima island,papua new guinea
mit,shafter,kern county,"usa, ca"
miu,maiduguri,maiduguri,nigeria
miv,millville,millville,"usa, nj"
miw,marshalltown,municipal,"usa, ia"
mix,miriti,miriti,colombia
miy,mittiebah,mittiebah,australia
miz,mainoru,mainoru,australia
mja,manja,manja,madagascar
mjb,mejit island,mejit island,marshall islands
mjc,man,man,cote d'ivoire
mjd,mohenjodaro,mohenjodaro,pakistan
mje,majkin,majkin,marshall islands
mjf,mosjoen,kjaerstad,norway
mjg,mayajigua,mayajigua,cuba
mjh,majma,majma,saudi arabia
mji,mitiga,mitiga,libya
mjj,moki,moki,papua new guinea
mjk,monkey mia,shark bay,australia
mjl,mouila,mouila,gabon
mjm,mbuji mayi,mbuji mayi,congo (drc)
mjn,majunga,amborovy,madagascar
mjo,mount etjo lodge,mount etjo lodge,namibia
mjp,manjimup,manjimup,australia
mjq,jackson,jackson,"usa, mn"
mjr,miramar,miramar,argentina
mjs,maganja da costa,maganja da costa,mozambique
mjt,mytilene,mytilene,greece
mju,mamuju,mamuju,indonesia
mjv,murcia,san javier,spain
mjw,mahenye,mahenye,zimbabwe
mjx,toms river,robert j. miller,"usa, nj"
mjy,mangunjaya,mangunjaya,indonesia
mjz,mirnyj,mirnyj,russia
mka,marianske lazne,marianske lazne,czech republic
mkb,mekambo,mekambo,gabon
mkc,kansas city,downtown,"usa, mo"
mkd,chagni,chagni,ethiopia
mke,milwaukee,general mitchell,"usa, wi"
mkf,columbus,mckenna aaf,"usa, ga"
mkg,muskegon,muskegon,"usa, mi"
mkh,mokhotlong,mokhotlong,lesotho
mki,m'boki,m'boki,central african republic
mkj,makoua,makoua,congo (roc)
mkk,hoolehua,molokai,"usa, hi"
mkl,jackson,mckellar,"usa, tn"
mkm,mukah,mukah,malaysia
mkn,malekolon,malekolon,papua new guinea
mko,muskogee,davis field,"usa, ok"
mkp,makemo,makemo,french polynesia
mkq,merauke,mopah,indonesia
mkr,meekatharra,meekatharra,australia
mks,mekane selam,mekane selam,ethiopia
mkt,mankato,municipal,"usa, mn"
mku,makokou,makokou,gabon
mkv,mt cavenagh,mt cavenagh,australia
mkw,manokwari,rendani,indonesia
mkx,mukalla,mukalla,yemen
mky,mackay,mackay,australia
mkz,malacca,batu berendum,malaysia
mla,malta,luqa,malta
mlb,melbourne,melbourne international,"usa, fl"
mlc,mc alester,mc alester,"usa, ok"
mld,malad city,malad city,"usa, id"
mle,male,international,maldives
mlf,milford,milford,"usa, ut"
mlg,malang,malang,indonesia
mlh,mulhouse/basel,euroairport,france/switzerland
mli,moline,quad-city,"usa, il"
mlj,milledgeville,baldwin county,"usa, ga"
mlk,malta,malta,"usa, mt"
mll,marshall,marshall,"usa, ak"
mlm,morelia,morelia,mexico
mln,melilla,melilla,spain
mlo,milos,milos,greece
mlp,malabang,malabang,philippines
mlq,malalaua,malalaua,papua new guinea
mlr,millicent,millicent,australia
mls,miles city,municipal,"usa, mt"
mlt,millinocket,millinocket,"usa, me"
mlu,monroe,municipal,"usa, la"
mlv,merluna,merluna,australia
mlw,monrovia,sprigg payne,liberia
mlx,malatya,malatya,turkey
mly,manley hot springs,manley hot springs,"usa, ak"
mlz,melo,melo,uruguay
mma,malmo,metropolitan area,sweden
mmb,memanbetsu,memanbetsu,japan
mmc,ciudad mante,ciudad mante,mexico
mmd,minami daito,maridor,japan
mme,teesside,teesside international,united kingdom
mmf,mamfe,mamfe,cameroon
mmg,mount magnet,mount magnet,australia
mmh,mammoth lakes,mammoth lakes,"usa, ca"
mmi,athens,mcminn county,"usa, tn"
mmj,matsumoto,matsumoto,japan
mmk,murmansk,murmansk,russia
mml,marshall,municipal-ryan field,"usa, mn"
mmm,middlemount,middlemount,australia
mmn,stow,minute man airfield,"usa, ma"
mmo,maio,vila do maio,cape verde
mmp,mompos,mompos,colombia
mmq,mbala,mbala,zambia
mmr,austin,camp maybry ahp,"usa, tx"
mms,marks,selfs,"usa, ms"
mmt,columbia,mc entire ang base,"usa, sc"
mmu,morristown,municipal,"usa, nj"
mmv,mal,mal,papua new guinea
mmw,moma,moma,mozambique
mmx,malmo,sturup,sweden
mmy,miyako jima,hirara,japan
mmz,maimana,maimana,afghanistan
mna,melangguane,melangguane,indonesia
mnb,moanda,moanda,congo (drc)
mnc,nacala,nacala,mozambique
mnd,medina,medina,colombia
mne,mungeranie,mungeranie,australia
mnf,mana island,mana island airstrip,fiji
mng,maningrida,maningrida,australia
mnh,minneriya,minneriya,sri lanka
mni,montserrat,bramble,montserrat
mnj,mananjary,mananjary,madagascar
mnk,maiana,maiana,kiribati
mnl,manila,ninoy aquino international,philippines
mnm,menominee,menominee,"usa, mi"
mnn,marion,municipal,"usa, oh"
mno,manono,manono,congo (drc)
mnp,maron,maron,papua new guinea
mnq,monto,monto,australia
mnr,mongu,mongu,zambia
mns,mansa,mansa,zambia
mnt,minto,minto,"usa, ak"
mnu,maulmyine,maulmyine,myanmar
mnv,mountain valley,mountain valley,australia
mnw,macdonald downs,macdonald downs,australia
mnx,manicore,manicore,brazil
mny,mono,mono,solomon islands
mnz,manassas,manassas,"usa, va"
moa,moa,orestes acosta,cuba
mob,mobile,mobile municipal airport,"usa, al"
moc,montes claros,montes claros,brazil
mod,modesto,municipal,"usa, ca"
moe,momeik,momeik,myanmar
mof,maumere,waioti,indonesia
mog,mong hsat,mong hsat,myanmar
moh,mohanbari,mohanbari,india
moi,mitiaro island,mitiaro island,cook islands
moj,moengo,moengo,suriname
mok,mankono,mankono,cote d'ivoire
mol,molde,aro,norway
mom,moudjeria,moudjeria,mauritania
mon,mount cook,mount cook airport,new zealand
moo,moomba,moomba,australia
mop,mount pleasant,municipal,"usa, mi"
moq,morondava,morondava,madagascar
mor,morristown,moore-murrell,"usa, tn"
mos,moses point,intermediate,"usa, ak"
mot,minot,international,"usa, nd"
mou,mountain village,mountain village,"usa, ak"
mov,moranbah,moranbah,australia
mow,moscow,metropolitan area,russia
mox,morris,municipal,"usa, mn"
moy,monterrey,monterrey,colombia
moz,moorea,temae,french polynesia
mpa,mpacha,mpacha,namibia
mpb,miami,spb,"usa, fl"
mpc,muko-muko,muko-muko,indonesia
mpd,mirpur khas,mirpur khas,pakistan
mpe,madison,griswold,"usa, ct"
mpf,mapoda,mapoda,papua new guinea
mpg,makini,makini,papua new guinea
mph,caticlan,malay,philippines
mpi,mamitupo,mamitupo,panama
mpj,morrilton,petit jean park,"usa, ar"
mpk,mokpo,mokpo,south korea
mpl,montpellier,frejorgues,france
mpm,maputo,maputo international,mozambique
mpn,mount pleasant,mount pleasant,falkland islands
mpo,mt pocono,mt pocono,"usa, pa"
mpp,mulatupo,mulatupo,panama
mpq,maan,maan,jordan
mpr,mcpherson,mcpherson,"usa, ks"
mps,mount pleasant,mount pleasant,"usa, tx"
mpt,maliana,maliana,indonesia
mpu,mapua,mapua,papua new guinea
mpv,montpelier,edward f knapp state,"usa, vt"
mpw,mariupol,mariupol,ukraine
mpx,miyanmin,miyanmin,papua new guinea
mpy,maripasoula,maripasoula,french guiana
mpz,mt pleasant,municipal,"usa, ia"
mqa,mandora,mandora,australia
mqb,macomb,municipal,"usa, il"
mqc,miquelon,miquelon aprt,st. pierre and miquelon
mqd,maquinchao,maquinchao,argentina
mqe,marqua,marqua,australia
mqf,magnitogorsk,magnitogorsk,russia
mqg,midgard,midgard,namibia
mqh,minacu,municipal,brazil
mqi,quincy,quincy,"usa, ma"
mqj,balikesir,merkez,turkey
mqk,san matias,san matias,bolivia
mql,mildura,mildura,australia
mqm,mardin,mardin,turkey
mqn,mo i rana,mo i rana,norway
mqo,malam,malam,papua new guinea
mqq,moundou,moundou,chad
mqr,mosquera,mosquera,colombia
mqs,mustique island,mustique,saint vincent and the grenadines
mqt,marquette,sawyer international,"usa, mi"
mqu,mariquita,mariquita,colombia
mqw,mc rae,telfair-wheeler,"usa, ga"
mqx,makale,makale,ethiopia
mqy,smyrna,smyrna,"usa, tn"
mqz,margaret river,margaret river,australia
mra,misurata,misurata,libya
mrb,martinsburg,martinsburg,"usa, wv"
mrc,columbia,maury county,"usa, tn"
mrd,merida,a carnevalli,venezuela
mre,mara lodges,mara lodges,kenya
mrf,marfa,municipal,"usa, tx"
mrg,mareeba,mareeba,australia
mrh,may river,may river,papua new guinea
mri,anchorage,merrill field,"usa, ak"
mrj,marcala,marcala,honduras
mrk,marco island,marco island,"usa, fl"
mrl,miners lake,miners lake,australia
mrm,manare,manare,papua new guinea
mrn,morganton,lenoir,"usa, nc"
mro,masterton,masterton,new zealand
mrp,marla,marla,australia
mrq,marinduque,marinduque,philippines
mrr,macara,macara,ecuador
mrs,marseille,marseille,france
mrt,moroak,moroak,australia
mru,mauritius,seewoosagur ramgoolam international,mauritius
mrv,mineralnye vody,mineralnye vody,russia
mrw,maribo,maribo,denmark
mrx,bandar mahshahr,mahshahr,iran
mry,monterey/carmel,monterey peninsula,"usa, ca"
mrz,moree,moree,australia
msa,muskrat dam,muskrat dam,canada
msb,st martin,marigot spb,guadeloupe
msc,mesa,falcon field,"usa, az"
msd,mt pleasant,mt pleasant,"usa, ut"
mse,manston,kent international,united kingdom
msf,mount swan,mount swan,australia
msg,matsaile,matsaile,lesotho
msh,masirah,masirah,oman
msi,masalembo,masalembo,indonesia
msj,misawa,misawa,japan
msk,mastic point,mastic point,bahamas
msl,sheffield,florence/muscle sh/sheffield airport,"usa, al"
msm,masi manimba,masi manimba,congo (drc)
msn,madison,dane county regional,"usa, wi"
mso,missoula,johnson-bell field,"usa, mt"
msp,minneapolis,st paul international,"usa, mn"
msq,minsk,minsk international 2,belarus
msr,mus,mus,turkey
mss,massena,richards field,"usa, ny"
mst,maastricht,maastricht/aachen,netherlands
msu,maseru,moshoeshoe international,lesotho
msv,monticello,sullivan county international,"usa, ny"
msw,massawa,massawa,eritrea
msx,mossendjo,mossendjo,congo (roc)
msy,new orleans,international,"usa, la"
msz,namibe,namibe,angola
mta,matamata,matamata,new zealand
mtb,monte libano,monte libano,colombia
mtc,mt clemens,selfridge angb,"usa, mi"
mtd,mt sandford,mt sandford,australia
mte,monte alegre,monte alegre,brazil
mtf,mizan teferi,mizan teferi,ethiopia
mtg,mato grosso,mato grosso,brazil
mth,marathon,marathon flight strip,"usa, fl"
mti,mosteiros,mosteiros,cape verde
mtj,montrose,montrose county,"usa, co"
mtk,makin island,makin island,kiribati
mtl,maitland,maitland,australia
mtm,metlakatla,spb,"usa, ak"
mtn,baltimore,glenn l martin,"usa, md"
mto,mattoon,coles county memorial,"usa, il"
mtp,montauk,sky portal,"usa, ny"
mtq,mitchell,mitchell,australia
mtr,monteria,s. jeronimo,colombia
mts,manzini,matsapha international,swaziland
mtt,minatitlan,minatitlan,mexico
mtu,montepuez,montepuez,mozambique
mtv,mota lava,mota lava,vanuatu
mtw,manitowoc,municipal,"usa, wi"
mtx,fairbanks,metro field,"usa, ak"
mty,monterrey,gen mariano escobedo,mexico
mtz,masada,masada,israel
mua,munda,munda,solomon islands
mub,maun,maun,botswana
muc,munich,franz josef strauss,germany
muc2,munich,metropolitan area,germany
mud,mueda,mueda,mozambique
mue,kamuela,kamuela,"usa, hi"
muf,muting,muting,indonesia
mug,mulege,mulege,mexico
muh,mersa matruh,mersa matruh,egypt
mui,fort indiantown,muir aaf,"usa, pa"
muj,mui,mui,ethiopia
muk,mauke island,mauke island,cook islands
mul,moultrie,spence,"usa, ga"
mum,mumias,mumias,kenya
mun,maturin,quiriquire,venezuela
muo,mountain home,afb,"usa, id"
mup,mulga park,mulga park,australia
muq,muccan,muccan,australia
mur,marudi,marudi,malaysia
mus,marcus island,marcus island,japan
mut,muscatine,muscatine,"usa, ia"
muu,mount union,mount union,"usa, pa"
muv,philadelphia,mustin alf,"usa, pa"
muw,mascara,mascara,algeria
mux,multan,multan,pakistan
muy,mouyondzi,mouyondzi,congo (roc)
muz,musoma,musoma,tanzania
mva,myvatn,reykiahlid,iceland
mvb,franceville,franceville/mvengue,gabon
mvc,monroeville,monroe county,"usa, al"
mvd,montevideo,carrasco,uruguay
mve,montevideo,municipal,"usa, mn"
mvf,mossoro,dixsept rosado,brazil
mvg,mevang,mevang,gabon
mvh,macksville,macksville,australia
mvi,manetai,manetai,papua new guinea
mvj,mandeville,marlboro,jamaica
mvk,mulka,mulka,australia
mvl,stowe,morrisville-stowe,"usa, vt"
mvm,kayenta,monument valley,"usa, az"
mvn,mt vernon,mt vernon-outland,"usa, il"
mvo,mongo,mongo,chad
mvp,mitu,mitu,colombia
mvq,mogilev,mogilev,belarus
mvr,maroua,salam,cameroon
mvs,mucuri,mucuri,brazil
mvt,mataiva,mataiva,french polynesia
mvu,musgrave,musgrave,australia
mvv,megeve,megeve,france
mvw,mount vernon,skagit regional,"usa, wa"
mvx,minvoul,minvoul,gabon
mvy,martha's vineyard,martha's vineyard,"usa, ma"
mvz,masvingo,masvingo,zimbabwe
mwa,marion,williamson county,"usa, il"
mwb,morawa,morawa,australia
mwc,milwaukee,lawrence j timmerman,"usa, wi"
mwd,mianwali,mianwali,pakistan
mwe,merowe,merowe,sudan
mwf,maewo,maewo,vanuatu
mwg,marawaka,marawaka,papua new guinea
mwh,moses lake,grant county,"usa, wa"
mwi,maramuni,maramuni,papua new guinea
mwj,matthews ridge,matthews ridge,guyana
mwk,matak,matak,indonesia
mwl,mineral wells,mineral wells airport,"usa, tx"
mwm,windom,municipal,"usa, mn"
mwn,mwadui,mwadui,tanzania
mwo,middletown,hook field,"usa, oh"
mwp,mountain,mountain,nepal
mwq,magwe,magwe,myanmar
mwr,motswari,motswari airfield,south africa
mws,mount wilson,mount wilson,"usa, ca"
mwt,moolawatana,moolawatana,australia
mwu,mussau,mussau,papua new guinea
mwv,mundulkiri,mundulkiri,cambodia
mwy,miranda downs,miranda downs,australia
mwz,mwanza,mwanza,tanzania
mxa,manila,municipal,"usa, ar"
mxb,masamba,masamba,indonesia
mxc,monticello,san juan county,"usa, ut"
mxd,marion downs,marion downs,australia
mxe,maxton,maxton,"usa, nc"
mxf,montgomery,maxwell afb,"usa, al"
mxg,marlborough,marlborough,"usa, ma"
mxh,moro,moro,papua new guinea
mxi,mati,mati,philippines
mxj,minna,minna,nigeria
mxk,mindik,mindik,papua new guinea
mxl,mexicali,mexicali,mexico
mxm,morombe,morombe,madagascar
mxn,morlaix,morlaix,france
mxo,monticello,municipal,"usa, ia"
mxp,milan,malpensa,italy
mxq,mitchell river,mitchell river,australia
mxr,mirgorod,mirgorod,ukraine
mxs,maota savaii is,maota savaii is,samoa
mxt,maintirano,maintirano,madagascar
mxu,mullewa,mullewa,australia
mxv,moron,moron,mongolia
mxw,mandalgobi,mandalgobi,mongolia
mxx,mora,mora,sweden
mxy,mccarthy,mccarthy,"usa, ak"
mxz,meixian,meixian,pr china
mya,moruya,moruya,australia
myb,mayoumba,mayoumba,gabon
myc,maracay,maracay,venezuela
myd,malindi,malindi,kenya
mye,miyake jima,miyake jima,japan
myf,san diego,montgomery field,"usa, ca"
myg,mayaguana,mayaguana,bahamas
myh,marble canyon,marble canyon,"usa, az"
myi,murray island,murray island,australia
myj,matsuyama,matsuyama,japan
myk,may creek,may creek,"usa, ak"
myl,mccall,mccall,"usa, id"
mym,monkey mountain,monkey mountain,guyana
myn,mareb,mareb,yemen
myo,myroodah,myroodah,australia
myp,mary,mary,turkmenistan
myq,mysore,mysore,india
myr,myrtle beach,myrtle beach afb,"usa, sc"
mys,moyale,moyale,ethiopia
myt,myitkyina,myitkyina,myanmar
myu,mekoryuk,ellis field,"usa, ak"
myv,marysville,yuba county,"usa, ca"
myw,mtwara,mtwara,tanzania
myx,menyamya,menyamya,papua new guinea
myy,miri,miri,malaysia
myz,monkey bay,monkey bay,malawi
mza,muzaffarnagar,muzaffarnagar,india
mzb,mocimboa praia,mocimboa praia,mozambique
mzc,mitzic,mitzic,gabon
mzd,mendez,mendez,ecuador
mze,manatee,manatee,belize
mzf,mzamba,"mzamba, wild coast sun",south africa
mzg,makung,makung,taiwan
mzh,merzifon,merzifon,turkey
mzi,mopti,mopti,mali
mzj,marana,marana,"usa, az"
mzk,marakei,marakei,kiribati
mzl,manizales,santaguida,colombia
mzm,metz,frescaty,france
mzn,minj,minj,papua new guinea
mzo,manzanillo,sierra maestra,cuba
mzp,motueka,motueka,new zealand
mzq,mkuze,mkuze,south africa
mzr,mazar i sharif,mazar-i-sharif,afghanistan
mzs,mostyn,mostyn,malaysia
mzt,mazatlan,gen. rafael buelna,mexico
mzu,muzaffarpur,muzaffarpur,india
mzv,mulu,mulu,malaysia
mzx,mena,mena,ethiopia
mzy,mossel bay,mossel bay,south africa
mzz,marion,marion,"usa, in"
naa,narrabri,narrabri,australia
nab,albany,albany nas,"usa, ga"
nac,naracoorte,naracoorte,australia
nad,macanal,macanal,colombia
nae,natitingou,natitingou,benin
naf,banaina,banaina,indonesia
nag,nagpur,sonegaon,india
nah,naha,naha,indonesia
nai,annai,annai,guyana
naj,nakhichevan,nakhichevan,azerbaijan
nak,nakhon ratchasima,nakhon ratchasima,thailand
nal,nalchik,nalchik,russia
nam,namlea,namlea,indonesia
nan,nadi,international,fiji
nao,nanchong,nanchong,pr china
nap,naples,naples,italy
naq,qaanaaq,qaanaaq,greenland
nar,nare,nare,colombia
nas,nassau,nassau international,bahamas
nat,natal,augusto severo,brazil
nau,napuka island,napuka island,french polynesia
nav,nevsehir,nevsehir,turkey
naw,narathiwat,narathiwat,thailand
nax,barbers point,barbers point,"usa, hi"
nay,beijing,nanyuan airport,pr china
nba,nambaiyufa,nambaiyufa,papua new guinea
nbb,barrancominas,barrancominas,colombia
nbc,naberevnye chelny,naberevnye chelny,russia
nbg,new orleans,nas/alvin callendar,"usa, la"
nbh,nambucca heads,nambucca heads,australia
nbl,san blas,san blas,panama
nbo,nairobi,jomo kenyatta international,kenya
nbp,new york,battery park city/n. cov,"usa, ny"
nbr,nambour,nambour,australia
nbu,glenview,nas,"usa, il"
nbv,cana brava,cana brava,brazil
nbw,guantanamo,guantanamo nas,cuba
nbx,nabire,nabire,indonesia
nca,north caicos,north caicos,turks and caicos is
nce,nice,cote d'azur,france
ncg,nueva casas grandes,nueva casas grandes,mexico
nch,nachingwea,nachingwea,tanzania
nci,necocli,necocli,colombia
ncl,newcastle,newcastle airport,united kingdom
ncn,new chenega,new chenega,"usa, ak"
nco,quonset point,nas,"usa, ri"
ncp,luzon island,cubi pt nas,philippines
ncq,marietta,atlanta nas,"usa, ga"
ncr,san carlos,san carlos,nicaragua
ncs,newcastle,newcastle,south africa
nct,nicoya,guanacaste,costa rica
ncu,nukus,nukus,uzbekistan
ncy,annecy,annecy-meythe,france
nda,bandanaira,bandanaira,indonesia
ndb,nouadhibou,nouadhibou,mauritania
ndc,nanded,nanded,india
ndd,sumbe,sumbe,angola
nde,mandera,mandera,kenya
ndf,ndalatandos,ndalatandos,angola
ndg,qiqihar,qiqihar,pr china
ndi,namudi,namudi,papua new guinea
ndj,ndjamena,ndjamena,chad
ndk,namdrik island,namdrik island,marshall islands
ndl,ndele,ndele,central african republic
ndm,mendi,mendi,ethiopia
ndn,nadunumu,nadunumu,papua new guinea
ndp,pensacola,ellyson nas,"usa, fl"
ndr,nador,nador,morocco
nds,sandstone,sandstone,australia
ndu,rundu,rundu,namibia
ndv,anacostia,usn heliport,"usa, dc"
ndy,sanday,sanday,united kingdom
